airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
KOREAN AIR,대한항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-09T00:00:00+09:00,Y,IN,Y,KE714,Y,2019-11-17T00:00:00+09:00,Y,Y,2200,Y,Y
JINAIR,진에어,부산/김해,PUS,오키나와,OKA,여객기,2019-11-24T00:00:00+09:00,N,OUT,N,LJ241,N,2019-11-21T00:00:00+09:00,Y,Y,0800,N,N
JINAIR,진에어,부산/김해,PUS,오키나와,OKA,여객기,2019-11-24T00:00:00+09:00,N,IN,N,LJ242,N,2019-11-21T00:00:00+09:00,Y,Y,1305,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1454,N,2019-11-23T00:00:00+09:00,Y,N,1325,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,Y,OUT,Y,7C1454,N,2019-11-23T00:00:00+09:00,N,N,1335,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1454,N,2019-11-23T00:00:00+09:00,N,N,1335,N,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,Y,IN,Y,7C1453,N,2019-11-23T00:00:00+09:00,N,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1453,N,2019-11-23T00:00:00+09:00,Y,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1453,N,2019-11-23T00:00:00+09:00,N,N,1605,N,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-06T00:00:00+09:00,N,OUT,N,7C1452,N,2019-11-24T00:00:00+09:00,N,Y,0700,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-06T00:00:00+09:00,N,IN,N,7C1451,N,2019-11-24T00:00:00+09:00,N,Y,1005,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,7C1154,N,2019-11-24T00:00:00+09:00,N,N,1125,N,Y
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,7C1154,N,2019-11-24T00:00:00+09:00,Y,N,1125,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,Y,OUT,N,7C1154,N,2019-11-24T00:00:00+09:00,N,N,1135,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-01-06T00:00:00+09:00,N,OUT,Y,7C1154,N,2019-11-24T00:00:00+09:00,N,N,1145,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1354,N,2019-11-24T00:00:00+09:00,N,Y,1650,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,IN,N,7C1153,N,2019-11-24T00:00:00+09:00,Y,N,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-01-06T00:00:00+09:00,N,IN,Y,7C1153,N,2019-11-24T00:00:00+09:00,N,N,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1354,Y,2019-11-24T00:00:00+09:00,Y,N,1700,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,Y,OUT,N,7C1354,N,2019-11-24T00:00:00+09:00,N,N,1700,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,OUT,Y,7C1354,N,2019-11-24T00:00:00+09:00,N,N,1705,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,IN,N,7C1153,N,2019-11-24T00:00:00+09:00,N,N,1735,N,Y
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,Y,IN,N,7C1153,N,2019-11-24T00:00:00+09:00,N,N,1735,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1353,N,2019-11-24T00:00:00+09:00,N,Y,2000,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1353,Y,2019-11-24T00:00:00+09:00,Y,N,2030,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,N,IN,Y,7C1353,N,2019-11-24T00:00:00+09:00,N,N,2030,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-01-05T00:00:00+09:00,Y,IN,N,7C1353,N,2019-11-24T00:00:00+09:00,N,N,2040,N,N
AIR BUSAN,에어부산,부산/김해,PUS,산야/싼야,SYX,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,BX373,N,2019-11-24T00:00:00+09:00,Y,N,2100,N,N
AIR BUSAN,에어부산,부산/김해,PUS,산야/싼야,SYX,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,BX373,N,2019-11-24T00:00:00+09:00,N,Y,2205,N,N
AIR BUSAN,에어부산,부산/김해,PUS,산야/싼야,SYX,여객기,2020-02-17T00:00:00+09:00,Y,IN,N,BX374,N,2019-11-25T00:00:00+09:00,N,N,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,산야/싼야,SYX,여객기,2020-02-17T00:00:00+09:00,N,IN,Y,BX374,N,2019-11-25T00:00:00+09:00,N,N,0730,N,N
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2020-03-08T00:00:00+09:00,N,IN,N,D7518,N,2019-11-26T00:00:00+09:00,N,N,0935,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-14T00:00:00+09:00,N,OUT,N,7C8253,Y,2019-11-26T00:00:00+09:00,N,N,1100,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-14T00:00:00+09:00,N,OUT,N,7C8253,N,2019-11-26T00:00:00+09:00,N,N,1100,Y,N
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,D7519,N,2019-11-26T00:00:00+09:00,N,N,1105,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-14T00:00:00+09:00,N,IN,N,7C8254,N,2019-11-26T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-14T00:00:00+09:00,N,IN,N,7C8254,Y,2019-11-26T00:00:00+09:00,N,N,1835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-01-31T00:00:00+09:00,N,IN,N,BX370,N,2019-11-27T00:00:00+09:00,Y,Y,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,BX472,N,2019-11-27T00:00:00+09:00,N,N,1330,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,BX379,Y,2019-11-27T00:00:00+09:00,N,N,2200,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-01-31T00:00:00+09:00,N,OUT,N,BX379,Y,2019-11-27T00:00:00+09:00,N,N,2200,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-01-31T00:00:00+09:00,N,OUT,N,BX379,N,2019-11-27T00:00:00+09:00,N,N,2235,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,BX379,N,2019-11-27T00:00:00+09:00,N,N,2235,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-02-17T00:00:00+09:00,N,IN,N,BX370,N,2019-11-28T00:00:00+09:00,Y,N,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하이코우/하이커우,HAK,여객기,2020-02-17T00:00:00+09:00,N,IN,N,BX370,N,2019-11-28T00:00:00+09:00,N,Y,0730,N,N
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-12-18T00:00:00+09:00,N,OUT,N,LJ033,N,2019-11-28T00:00:00+09:00,N,N,0735,N,Y
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-12-18T00:00:00+09:00,N,IN,N,LJ034,N,2019-11-28T00:00:00+09:00,N,N,1735,N,Y
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2020-03-02T00:00:00+09:00,Y,IN,Y,7C2678,N,2019-12-01T00:00:00+09:00,N,N,0520,N,N
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2020-02-04T00:00:00+09:00,Y,OUT,Y,LJ101,Y,2019-12-01T00:00:00+09:00,Y,Y,2210,Y,Y
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C2677,N,2019-12-01T00:00:00+09:00,Y,Y,2240,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2020-02-17T00:00:00+09:00,N,IN,N,PR458,N,2019-12-02T00:00:00+09:00,N,N,0635,N,Y
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,PR459,N,2019-12-02T00:00:00+09:00,N,N,0730,N,Y
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2020-02-17T00:00:00+09:00,N,IN,N,PR458,N,2019-12-02T00:00:00+09:00,Y,N,0845,N,N
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2020-02-04T00:00:00+09:00,Y,IN,Y,LJ102,Y,2019-12-02T00:00:00+09:00,Y,Y,0930,Y,Y
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,PR459,N,2019-12-02T00:00:00+09:00,Y,N,0945,N,N
EASTAR JET,이스타항공,청주,CJJ,다낭,DAD,여객기,2020-02-20T00:00:00+09:00,N,OUT,N,ZE7681,N,2019-12-03T00:00:00+09:00,N,N,0900,Y,N
EASTAR JET,이스타항공,청주,CJJ,다낭,DAD,여객기,2020-03-02T00:00:00+09:00,N,IN,N,ZE7682,Y,2019-12-03T00:00:00+09:00,N,N,1000,N,N
EASTAR JET,이스타항공,청주,CJJ,다낭,DAD,여객기,2020-03-02T00:00:00+09:00,N,IN,N,ZE7682,N,2019-12-03T00:00:00+09:00,N,N,1920,Y,N
EASTAR JET,이스타항공,청주,CJJ,다낭,DAD,여객기,2020-02-20T00:00:00+09:00,Y,OUT,N,ZE7681,N,2019-12-03T00:00:00+09:00,N,N,2340,N,N
JEJU AIR,제주항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2020-02-29T00:00:00+09:00,Y,OUT,N,7C2651,N,2019-12-06T00:00:00+09:00,N,N,1100,N,N
JEJU AIR,제주항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2020-02-29T00:00:00+09:00,Y,IN,N,7C2652,N,2019-12-06T00:00:00+09:00,N,N,1905,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-12-12T00:00:00+09:00,Y,IN,N,HO1609,N,2019-12-07T00:00:00+09:00,N,N,1140,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-12-12T00:00:00+09:00,Y,OUT,N,HO1610,N,2019-12-07T00:00:00+09:00,N,N,1240,N,N
WEST AIR,서부항공,제주,CJU,허페이,HFE,여객기,2020-02-07T00:00:00+09:00,N,IN,N,PN6421,Y,2019-12-14T00:00:00+09:00,N,N,0630,N,N
WEST AIR,서부항공,제주,CJU,허페이,HFE,여객기,2020-02-07T00:00:00+09:00,N,IN,N,PN6421,N,2019-12-14T00:00:00+09:00,N,N,0630,Y,N
WEST AIR,서부항공,제주,CJU,허페이,HFE,여객기,2020-02-07T00:00:00+09:00,N,OUT,N,PN6422,Y,2019-12-14T00:00:00+09:00,N,N,0730,N,N
WEST AIR,서부항공,제주,CJU,허페이,HFE,여객기,2020-02-07T00:00:00+09:00,N,OUT,N,PN6422,N,2019-12-14T00:00:00+09:00,N,N,0730,Y,N
WEST AIR,서부항공,제주,CJU,정주/정저우,CGO,여객기,2020-02-07T00:00:00+09:00,Y,IN,Y,PN6429,N,2019-12-14T00:00:00+09:00,N,N,2135,N,N
WEST AIR,서부항공,제주,CJU,정주/정저우,CGO,여객기,2020-02-07T00:00:00+09:00,Y,OUT,Y,PN6430,N,2019-12-14T00:00:00+09:00,N,N,2235,N,N
SHENZEN AIRLINES,중국심천항공,제주,CJU,심천/선전,SZX,여객기,2020-02-13T00:00:00+09:00,N,IN,N,ZH9401,N,2019-12-15T00:00:00+09:00,Y,Y,1835,Y,N
SHENZEN AIRLINES,중국심천항공,제주,CJU,심천/선전,SZX,여객기,2020-01-22T00:00:00+09:00,N,IN,N,ZH9402,N,2019-12-15T00:00:00+09:00,Y,Y,1925,Y,N
SHENZEN AIRLINES,중국심천항공,제주,CJU,심천/선전,SZX,여객기,2020-02-13T00:00:00+09:00,N,OUT,N,ZH9402,N,2019-12-15T00:00:00+09:00,Y,Y,1925,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,7C8253,Y,2019-12-17T00:00:00+09:00,N,N,1035,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-28T00:00:00+09:00,N,OUT,N,7C8253,N,2019-12-17T00:00:00+09:00,N,N,1035,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,7C8253,N,2019-12-17T00:00:00+09:00,N,N,1035,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-28T00:00:00+09:00,N,OUT,N,7C8253,Y,2019-12-17T00:00:00+09:00,N,N,1035,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C8254,N,2019-12-17T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C8254,Y,2019-12-17T00:00:00+09:00,N,N,1835,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-28T00:00:00+09:00,N,IN,N,7C8254,N,2019-12-17T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-12-28T00:00:00+09:00,N,IN,N,7C8254,Y,2019-12-17T00:00:00+09:00,N,N,1835,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2020-02-17T00:00:00+09:00,N,OUT,N,TW159,N,2019-12-19T00:00:00+09:00,N,Y,2230,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2020-02-17T00:00:00+09:00,Y,IN,N,TW160,N,2019-12-20T00:00:00+09:00,N,N,0930,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2020-01-10T00:00:00+09:00,Y,OUT,N,TW661,N,2019-12-20T00:00:00+09:00,N,N,1000,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,7C1154,Y,2019-12-20T00:00:00+09:00,N,N,1125,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,7C1154,N,2019-12-20T00:00:00+09:00,N,N,1135,Y,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-01-06T00:00:00+09:00,N,OUT,N,7C1154,N,2019-12-20T00:00:00+09:00,N,Y,1135,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1454,Y,2019-12-20T00:00:00+09:00,N,N,1325,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,7C1454,N,2019-12-20T00:00:00+09:00,N,Y,1335,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-01-04T00:00:00+09:00,Y,OUT,Y,BX1143,Y,2019-12-20T00:00:00+09:00,Y,Y,1500,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,N,7C1453,N,2019-12-20T00:00:00+09:00,N,Y,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,Y,7C1453,N,2019-12-20T00:00:00+09:00,N,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1453,N,2019-12-20T00:00:00+09:00,N,Y,1600,Y,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-05T00:00:00+09:00,N,IN,N,7C1453,Y,2019-12-20T00:00:00+09:00,N,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,IN,N,7C1153,Y,2019-12-20T00:00:00+09:00,N,N,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-01-06T00:00:00+09:00,N,IN,N,7C1153,N,2019-12-20T00:00:00+09:00,N,Y,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-08T00:00:00+09:00,N,IN,N,7C1153,N,2019-12-20T00:00:00+09:00,N,N,1735,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2020-01-10T00:00:00+09:00,Y,IN,N,TW662,N,2019-12-20T00:00:00+09:00,N,N,1740,N,N
AIR BUSAN,에어부산,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-12-28T00:00:00+09:00,Y,IN,Y,BX1133,Y,2019-12-20T00:00:00+09:00,Y,Y,2105,Y,Y
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-05T00:00:00+09:00,Y,OUT,N,TW193,N,2019-12-20T00:00:00+09:00,N,N,2200,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-05T00:00:00+09:00,N,OUT,N,TW193,N,2019-12-20T00:00:00+09:00,Y,N,2200,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-05T00:00:00+09:00,N,OUT,N,TW193,N,2019-12-20T00:00:00+09:00,N,N,2215,N,Y
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-18T00:00:00+09:00,N,IN,N,TW194,Y,2019-12-21T00:00:00+09:00,N,N,0635,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-18T00:00:00+09:00,N,IN,Y,TW194,N,2019-12-21T00:00:00+09:00,N,N,0635,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,홍콩,HKG,여객기,2020-02-18T00:00:00+09:00,N,IN,N,TW194,N,2019-12-21T00:00:00+09:00,N,Y,0635,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-06T00:00:00+09:00,N,OUT,Y,7C1452,N,2019-12-21T00:00:00+09:00,N,N,0700,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2020-02-10T00:00:00+09:00,N,OUT,Y,TW661,Y,2019-12-21T00:00:00+09:00,N,N,0855,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-01-06T00:00:00+09:00,N,IN,Y,7C1451,N,2019-12-21T00:00:00+09:00,N,N,1005,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2020-02-10T00:00:00+09:00,N,IN,Y,TW662,Y,2019-12-21T00:00:00+09:00,N,N,1600,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,삿포로,CTS,여객기,2020-02-24T00:00:00+09:00,N,OUT,N,BX182,N,2019-12-22T00:00:00+09:00,N,N,0830,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,삿포로,CTS,여객기,2020-03-01T00:00:00+09:00,Y,OUT,N,BX182,N,2019-12-22T00:00:00+09:00,N,N,0835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,삿포로,CTS,여객기,2020-03-01T00:00:00+09:00,N,OUT,N,BX182,N,2019-12-22T00:00:00+09:00,Y,N,0835,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C1454,Y,2019-12-22T00:00:00+09:00,N,N,1325,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C1454,N,2019-12-22T00:00:00+09:00,Y,N,1325,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C1454,N,2019-12-22T00:00:00+09:00,N,Y,1335,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,Y,7C1454,N,2019-12-22T00:00:00+09:00,N,N,1335,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C1454,N,2019-12-22T00:00:00+09:00,N,N,1335,N,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,OUT,N,7C1454,N,2019-12-22T00:00:00+09:00,N,N,1335,Y,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,Y,OUT,N,7C1454,N,2019-12-22T00:00:00+09:00,N,N,1335,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,N,7C1453,N,2019-12-22T00:00:00+09:00,N,N,1600,Y,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,Y,IN,N,7C1453,N,2019-12-22T00:00:00+09:00,N,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,N,7C1453,N,2019-12-22T00:00:00+09:00,Y,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,N,7C1453,Y,2019-12-22T00:00:00+09:00,N,N,1600,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-02T00:00:00+09:00,N,IN,N,7C1453,N,2019-12-22T00:00:00+09:00,N,N,1605,N,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,7C1354,N,2019-12-22T00:00:00+09:00,N,Y,1650,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,7C1354,Y,2019-12-22T00:00:00+09:00,Y,N,1700,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,Y,OUT,N,7C1354,N,2019-12-22T00:00:00+09:00,N,N,1700,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,OUT,Y,7C1354,N,2019-12-22T00:00:00+09:00,N,N,1705,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C1353,N,2019-12-22T00:00:00+09:00,N,Y,2000,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,IN,Y,7C1353,N,2019-12-22T00:00:00+09:00,N,N,2030,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C1353,Y,2019-12-22T00:00:00+09:00,Y,N,2030,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2020-02-18T00:00:00+09:00,Y,IN,N,7C1353,N,2019-12-22T00:00:00+09:00,N,N,2040,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,7C1452,N,2019-12-23T00:00:00+09:00,N,Y,0700,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-02-18T00:00:00+09:00,N,OUT,Y,7C1452,N,2019-12-23T00:00:00+09:00,N,N,0700,N,N
JINAIR,진에어,부산/김해,PUS,괌,GUM,여객기,2020-01-10T00:00:00+09:00,N,OUT,N,LJ647,Y,2019-12-23T00:00:00+09:00,Y,N,0800,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-02-18T00:00:00+09:00,N,IN,Y,7C1451,N,2019-12-23T00:00:00+09:00,N,N,1005,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C1451,N,2019-12-23T00:00:00+09:00,N,Y,1005,N,N
SICHUAN AIRLINE,사천항공,청주,CJJ,연대/옌타이,YNT,여객기,2020-01-04T00:00:00+09:00,Y,IN,Y,3U8407,Y,2019-12-23T00:00:00+09:00,Y,Y,1540,Y,Y
SICHUAN AIRLINE,사천항공,청주,CJJ,연대/옌타이,YNT,여객기,2020-01-04T00:00:00+09:00,Y,OUT,Y,3U8408,Y,2019-12-23T00:00:00+09:00,Y,Y,1640,Y,Y
