airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
JINAIR,진에어,부산/김해,PUS,괌,GUM,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,LJ647,N,2018-10-28T00:00:00+09:00,N,N,0800,N,Y
JINAIR,진에어,부산/김해,PUS,괌,GUM,여객기,2019-01-11T00:00:00+09:00,N,OUT,N,LJ647,Y,2018-10-28T00:00:00+09:00,Y,N,0800,N,N
JINAIR,진에어,부산/김해,PUS,오키나와,OKA,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,LJ241,Y,2018-11-25T00:00:00+09:00,Y,Y,0800,Y,Y
JINAIR,진에어,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,LJ012,Y,2018-12-25T00:00:00+09:00,Y,N,0800,Y,Y
JINAIR,진에어,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,LJ012,N,2018-12-25T00:00:00+09:00,N,Y,0800,N,N
SILK AIR,실크에어,제주,CJU,싱가폴/싱가포르,SIN,여객기,2019-01-19T00:00:00+09:00,N,IN,N,MI8292,N,2018-12-05T00:00:00+09:00,N,N,0800,N,Y
VIETJET AIR,비엣젯항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,VJ981,N,2018-10-28T00:00:00+09:00,N,Y,0800,N,N
VIETJET AIR,비엣젯항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,VJ981,Y,2018-10-28T00:00:00+09:00,Y,N,0800,Y,Y
VIETJET AIR,비엣젯항공,청주,CJJ,다낭,DAD,여객기,2019-03-02T00:00:00+09:00,N,IN,N,VJ8764,N,2018-11-24T00:00:00+09:00,N,N,0800,N,Y
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,D7518,N,2018-10-28T00:00:00+09:00,N,N,0803,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW211,Y,2018-10-28T00:00:00+09:00,N,N,0805,N,N
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX6113,Y,2018-12-03T00:00:00+09:00,N,N,0805,N,N
KOREAN AIR,대한항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,KE849,N,2018-10-28T00:00:00+09:00,Y,N,0805,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,오키나와,OKA,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,OZ170,N,2018-10-28T00:00:00+09:00,Y,N,0810,N,Y
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,7C2252,Y,2018-10-28T00:00:00+09:00,Y,Y,0810,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,심양/선양,SHE,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,OZ345,Y,2018-10-28T00:00:00+09:00,N,N,0810,Y,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,심양/선양,SHE,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,OZ345,N,2018-12-16T00:00:00+09:00,N,Y,0810,N,N
JEJU AIR,제주항공,서울/김포,GMP,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C1382,Y,2018-10-28T00:00:00+09:00,Y,Y,0820,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,BX132,N,2018-10-28T00:00:00+09:00,N,N,0825,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,사가,HSG,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,TW225,N,2018-12-22T00:00:00+09:00,N,N,0830,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C1352,Y,2018-10-28T00:00:00+09:00,Y,Y,0830,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,7C1352,N,2018-10-28T00:00:00+09:00,N,N,0830,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,7C1352,N,2018-10-28T00:00:00+09:00,N,N,0830,N,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TG651,N,2018-10-28T00:00:00+09:00,Y,Y,0830,N,Y
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,OZ1145,Y,2018-10-28T00:00:00+09:00,Y,Y,0830,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX124,N,2018-10-28T00:00:00+09:00,N,N,0830,N,N
AIR BUSAN,에어부산,부산/김해,PUS,비엔티안,VTE,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX745,N,2018-10-28T00:00:00+09:00,N,N,0830,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,울란바토르,ULN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,BX411,N,2018-10-28T00:00:00+09:00,N,N,0830,N,N
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX132,N,2018-10-28T00:00:00+09:00,N,Y,0830,N,N
AIR BUSAN,에어부산,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX182,N,2018-10-28T00:00:00+09:00,N,Y,0830,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,KE697,Y,2018-10-28T00:00:00+09:00,Y,N,0830,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE466,Y,2018-10-28T00:00:00+09:00,N,Y,0830,Y,Y
LAO AIRLINES,라오항공,부산/김해,PUS,비엔티안,VTE,여객기,2019-03-10T00:00:00+09:00,N,OUT,N,QV916,Y,2018-10-28T00:00:00+09:00,N,Y,0830,Y,N
SKY ANGKOR AIRLINES,스카이앙코르항공,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-02-10T00:00:00+09:00,N,OUT,Y,ZA246,N,2018-12-27T00:00:00+09:00,N,N,0830,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW211,N,2018-10-28T00:00:00+09:00,N,Y,0835,N,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TG651,Y,2018-10-28T00:00:00+09:00,N,N,0835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX124,N,2018-10-28T00:00:00+09:00,N,N,0835,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,BX124,Y,2018-10-28T00:00:00+09:00,Y,Y,0835,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,BX182,Y,2018-10-28T00:00:00+09:00,Y,N,0835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX6113,N,2018-12-03T00:00:00+09:00,N,N,0835,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,상해/푸동,PVG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE875,Y,2018-10-28T00:00:00+09:00,Y,Y,0835,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,IN,N,KE466,N,2018-10-28T00:00:00+09:00,Y,N,0835,N,N
KOREAN AIR,대한항공,대구,TAE,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE1411,Y,2018-10-28T00:00:00+09:00,Y,Y,0835,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW211,N,2018-10-28T00:00:00+09:00,N,N,0835,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,괌,GUM,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW311,Y,2018-10-28T00:00:00+09:00,Y,Y,0835,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE662,Y,2018-10-28T00:00:00+09:00,Y,Y,0840,Y,Y
JEJU AIR,제주항공,무안,MWX,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C1312,Y,2018-12-15T00:00:00+09:00,Y,Y,0840,Y,Y
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,OZ1085,Y,2018-10-28T00:00:00+09:00,Y,Y,0840,Y,Y
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,북경/베이징,PEK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,OZ3355,Y,2018-10-28T00:00:00+09:00,Y,Y,0840,Y,Y
EASTAR JET,이스타항공,제주,CJU,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,ZE883,N,2018-10-28T00:00:00+09:00,N,N,0840,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,PR458,N,2018-12-23T00:00:00+09:00,Y,N,0845,N,N
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,D7518,N,2018-10-28T00:00:00+09:00,N,N,0850,N,N
AIR BUSAN,에어부산,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX116,Y,2018-10-28T00:00:00+09:00,Y,Y,0850,Y,Y
KOREAN AIR,대한항공,서울/김포,GMP,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE737,Y,2018-10-28T00:00:00+09:00,Y,Y,0850,Y,Y
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,D7518,N,2018-10-28T00:00:00+09:00,N,N,0850,N,N
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,D7518,N,2018-10-28T00:00:00+09:00,N,Y,0850,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,홍콩,HKG,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW115,Y,2018-10-28T00:00:00+09:00,Y,N,0855,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,홍콩,HKG,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW115,N,2018-10-28T00:00:00+09:00,N,Y,0855,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,홍콩,HKG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW115,N,2018-11-29T00:00:00+09:00,N,N,0855,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오이타,OIT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW227,N,2018-12-22T00:00:00+09:00,N,Y,0900,N,N
JEJU AIR,제주항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2955,N,2018-10-28T00:00:00+09:00,N,N,0900,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,BX730,N,2018-10-28T00:00:00+09:00,N,N,0900,N,N
AIR BUSAN,에어부산,부산/김해,PUS,연길/옌지,YNJ,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX337,Y,2018-10-28T00:00:00+09:00,N,N,0900,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,비엔티안,VTE,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX745,Y,2018-10-28T00:00:00+09:00,Y,Y,0900,N,N
KOREAN AIR,대한항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE707,Y,2018-10-28T00:00:00+09:00,Y,Y,0900,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE731,Y,2018-10-28T00:00:00+09:00,Y,Y,0900,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-01-04T00:00:00+09:00,Y,OUT,Y,KE783,Y,2018-10-28T00:00:00+09:00,Y,Y,0900,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,하노이,HAN,여객기,2019-03-31T00:00:00+09:00,Y,IN,Y,TW142,N,2018-11-30T00:00:00+09:00,Y,N,0900,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,사가,HSG,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW225,N,2018-12-22T00:00:00+09:00,N,N,0900,N,Y
VIETJET AIR,비엣젯항공,청주,CJJ,다낭,DAD,여객기,2019-03-02T00:00:00+09:00,N,OUT,N,VJ8765,N,2018-11-24T00:00:00+09:00,N,N,0905,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX730,Y,2018-10-28T00:00:00+09:00,Y,N,0905,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,대용/장가계,DYG,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX371,N,2018-10-28T00:00:00+09:00,Y,N,0905,N,Y
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,D7518,Y,2018-10-28T00:00:00+09:00,Y,N,0905,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW221,N,2018-10-28T00:00:00+09:00,N,Y,0905,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW221,N,2018-10-28T00:00:00+09:00,N,N,0905,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW221,Y,2018-10-28T00:00:00+09:00,Y,N,0905,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,TW106,Y,2018-10-28T00:00:00+09:00,Y,Y,0920,Y,N
JEJU AIR,제주항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C2955,Y,2018-10-28T00:00:00+09:00,Y,N,0920,Y,N
JEJU AIR,제주항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2955,N,2018-10-28T00:00:00+09:00,N,Y,0920,N,N
KOREAN AIR,대한항공,서울/김포,GMP,북경/베이징,PEK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE851,Y,2018-10-28T00:00:00+09:00,Y,Y,0920,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-03-31T00:00:00+09:00,Y,IN,N,TW106,N,2018-11-30T00:00:00+09:00,N,N,0920,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,오키나와,OKA,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW277,N,2018-10-28T00:00:00+09:00,Y,N,0925,N,N
KOREAN AIR,대한항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE715,Y,2018-12-05T00:00:00+09:00,Y,Y,0925,Y,Y
AIR INTERNATIONAL CHINA,중국국제항공,서울/김포,GMP,북경/베이징,PEK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,CA138,Y,2018-10-28T00:00:00+09:00,Y,Y,0930,Y,Y
EASTAR JET,이스타항공,청주,CJJ,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,ZE721,N,2018-12-23T00:00:00+09:00,Y,Y,0930,N,N
EASTAR JET,이스타항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,ZE552,Y,2018-10-28T00:00:00+09:00,Y,Y,0930,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE1401,Y,2018-10-28T00:00:00+09:00,Y,Y,0930,Y,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오이타,OIT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW227,N,2018-12-22T00:00:00+09:00,N,N,0930,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,사가,HSG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,TW225,N,2018-12-22T00:00:00+09:00,N,N,0930,N,N
SILK AIR,실크에어,제주,CJU,싱가폴/싱가포르,SIN,여객기,2019-01-19T00:00:00+09:00,N,OUT,N,MI8291,N,2018-12-05T00:00:00+09:00,N,N,0935,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX737,Y,2018-10-28T00:00:00+09:00,N,N,0935,N,N
JINAIR,진에어,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,LJ237,N,2018-12-24T00:00:00+09:00,N,N,0935,N,N
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,LJ102,Y,2018-10-28T00:00:00+09:00,Y,Y,0940,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,상해/푸동,PVG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,OZ311,N,2018-10-28T00:00:00+09:00,Y,Y,0945,N,Y
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,PR459,N,2018-12-23T00:00:00+09:00,Y,N,0945,N,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,7C1451,N,2018-10-28T00:00:00+09:00,Y,Y,0950,N,N
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX142,Y,2018-10-28T00:00:00+09:00,Y,Y,0955,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,광저우,CAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,OZ305,Y,2018-10-28T00:00:00+09:00,N,N,0955,Y,N
TIGER AIR TAIWAN,타이거에어 타이완,제주,CJU,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,IT654,Y,2018-10-28T00:00:00+09:00,N,N,1000,Y,Y
JEJU AIR,제주항공,무안,MWX,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C2911,Y,2018-12-21T00:00:00+09:00,Y,Y,1000,Y,Y
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,호치민/호찌민,SGN,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,VN423,N,2018-10-28T00:00:00+09:00,N,N,1000,N,Y
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,호치민/호찌민,SGN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,VN423,Y,2018-10-28T00:00:00+09:00,Y,N,1000,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오이타,OIT,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW227,Y,2018-12-22T00:00:00+09:00,N,N,1000,N,N
JINAIR,진에어,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,LJ237,N,2018-12-24T00:00:00+09:00,N,N,1000,N,Y
JINAIR,진에어,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,LJ237,N,2018-12-24T00:00:00+09:00,N,N,1000,N,N
SPRING AIRLINES,춘추항공,제주,CJU,상해/푸동,PVG,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,9C8569,Y,2018-10-28T00:00:00+09:00,Y,Y,1005,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,7C1451,Y,2018-10-28T00:00:00+09:00,N,N,1005,Y,N
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,N,7C1451,N,2018-10-28T00:00:00+09:00,N,N,1005,N,Y
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,호치민/호찌민,SGN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,VN423,N,2018-10-28T00:00:00+09:00,N,Y,1005,Y,N
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,호치민/호찌민,SGN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,VN423,N,2018-10-28T00:00:00+09:00,N,N,1005,N,N
JINAIR,진에어,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,LJ237,N,2018-12-24T00:00:00+09:00,N,Y,1005,N,N
JINAIR,진에어,부산/김해,PUS,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,LJ237,Y,2018-12-24T00:00:00+09:00,Y,N,1005,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW431,N,2018-10-28T00:00:00+09:00,N,N,1010,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW431,N,2018-11-29T00:00:00+09:00,Y,N,1010,N,N
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,CI188,N,2018-10-28T00:00:00+09:00,N,N,1020,N,N
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX147,Y,2018-10-28T00:00:00+09:00,Y,Y,1020,N,N
AIR BUSAN,에어부산,대구,TAE,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX120,Y,2018-10-28T00:00:00+09:00,Y,Y,1020,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,BX147,N,2018-10-28T00:00:00+09:00,N,N,1020,N,N
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX147,N,2018-10-28T00:00:00+09:00,N,N,1020,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,부산/김해,PUS,심양/선양,SHE,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,CZ665,N,2018-10-28T00:00:00+09:00,N,N,1020,N,N
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,N,CI188,N,2018-10-28T00:00:00+09:00,N,N,1020,Y,Y
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,N,CI188,Y,2018-10-28T00:00:00+09:00,Y,Y,1020,N,N
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE1406,Y,2018-10-28T00:00:00+09:00,Y,Y,1025,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,청도/칭다오,TAO,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,BX321,Y,2018-10-28T00:00:00+09:00,Y,N,1030,N,N
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,VN427,Y,2018-10-28T00:00:00+09:00,Y,N,1030,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,청도/칭다오,TAO,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX321,N,2018-10-28T00:00:00+09:00,N,N,1030,N,Y
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,CI188,N,2018-10-28T00:00:00+09:00,N,N,1035,N,N
VIETNAM AIRLINES,베트남항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,VN427,N,2018-10-28T00:00:00+09:00,N,Y,1035,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,청도/칭다오,TAO,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX321,N,2018-10-28T00:00:00+09:00,N,Y,1035,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,BX147,N,2018-10-28T00:00:00+09:00,N,N,1035,N,N
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX147,N,2018-10-28T00:00:00+09:00,N,N,1035,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,난징(남경)/난징,NKG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE877,N,2018-10-28T00:00:00+09:00,N,N,1035,N,Y
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,D7519,N,2018-10-28T00:00:00+09:00,N,N,1035,N,Y
AIR ASIA X,에어아시아엑스,부산/김해,PUS,쿠알라룸푸르,KUL,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,D7519,N,2018-10-28T00:00:00+09:00,N,N,1035,N,N
